N,Time(ns)
1024,238416.7
2048,72508.3
4096,166449.9
8192,556012.5
16384,1419449.9
32768,3040291.7
65536,8154833.4
131072,1.82216832E7
262144,4.59910125E7
524288,1.696373958E8
